stop_name,mainTrafficType,lat,lon
Bílá labuť,tram,50.090168,14.4354715
Bílé Podolí,bus,49.9560432,15.4908476
"Bílé Podolí,Lovčice",bus,49.9245224,15.5128222
"Bílé Podolí,Pazderna",bus,49.95995,15.4912148
"Bílé Podolí,Zaříčany",bus,49.9567642,15.4642487
"Bílé Podolí,Zaříčany,rozc.",bus,49.94797,15.4777956
Bílenecké náměstí,bus,50.14964,14.442481
Bílichov,bus,50.26231,13.9138
"Bílichov,u křížku",bus,50.26151,13.9185028
Bílkovice,bus,49.75874,14.8643713
"Bílkovice,mlýn",bus,49.7553329,14.8607512
"Bílkovice,Takonín",bus,49.75991,14.8400183
"Bílkovice,Takonín,rozc.",bus,49.761,14.8406086
"Bílkovice,u kapličky",bus,49.7595139,14.8616085
Bílý Beránek,bus,50.0612,14.3104906
Biskupcova,tram,50.0885429,14.4687958
Bítouchov,bus,50.47546,14.8880949
"Bítouchov,Dalešice",bus,50.4583931,14.9051418
"Bítouchov,Dolánky",bus,50.4871826,14.903615
"Bítouchov,Dolánky,na kopci",bus,50.4864464,14.9088106
"Bítouchov,u rybníka",bus,50.4783134,14.8911905
Blatce,bus,50.5056229,14.5981741
"Blatce,Blatečky",bus,50.49437,14.5914135
"Blatce,Konrádov",bus,50.47793,14.6061144
"Blatce,pod Beškovem",bus,50.51099,14.5787516
"Blatce,rozc.",bus,50.5024033,14.5792236
"Blatce,Tubož",bus,50.4893951,14.5997629
"Blatce,Tubož,rybník",bus,50.4903946,14.5994349
Blatiny,tram,50.0657043,14.3036213
Blatná,train,49.4309273,13.8727407
"Blatná,Hněvkov",bus,49.4006729,13.9046059
"Blatná,mlékárna",bus,49.4175148,13.8852329
"Blatná,Palackého",bus,49.42798,13.8820763
"Blatná,Sádlov",bus,49.42298,13.8655081
"Blatná,Skaličany",bus,49.43733,13.915452
"Blatná,Vorlíčkova",bus,49.42166,13.881999
"Blatná,žel.st.",bus,49.4309845,13.8736134
Blatnická,bus,50.0643,14.2705
Blatno u Jesenice,train,50.0999451,13.3899956
Blatov,bus,50.0785866,14.646183
Blatov sever,bus,50.08279,14.6451569
Blažejovice,bus,49.61966,15.2002239
"Blažejovice,Vítonice,rozc.",bus,49.62244,15.1860943
Blažimská,bus,50.0425835,14.49285
Blevice,bus,50.2099762,14.2365131
Bludov,bus,49.8073425,15.255681
Bludovická,bus,50.135994,14.5113134
Bobnice,bus,50.21894,15.0559864
"Bobnice,Kovansko",bus,50.2071571,15.0551758
"Bobnice,škola",bus,50.21638,15.0564623
Bohdalec,bus,50.06055,14.4695005
Bohdalecká,bus,50.0566177,14.4738007
Bohdaneč,bus,49.778698,15.2227468
"Bohdaneč,Prostřední Ves",bus,49.7907829,15.2148819
"Bohdaneč,prům.areál",bus,49.77762,15.2168932
"Bohdaneč,Sáhy",bus,49.77745,15.2361431
"Bohdaneč,u kapličky",bus,49.784214,15.2167187
Bohemians,tram,50.0662041,14.4541845
Bohnické údolí,bus,50.1357231,14.4120331
Bohostice,bus,49.60154,14.1402378
"Bohostice,Orlická přehrada",bus,49.60762,14.1785717
"Bohostice,sídliště",bus,49.60209,14.1377764
"Bohostice,Zalaby",bus,49.60783,14.1582108
"Bohušovice n.Ohří,Hrdly",bus,50.48367,14.1737061
"Bohušovice n.Ohří,sídliště",bus,50.49606,14.1464567
"Bohušovice n.Ohří,záv.",bus,50.502,14.1460609
"Bohušovice n.Ohří,žel.st.",bus,50.491684,14.149003
Bohutín,bus,49.656044,13.9465656
"Bohutín,bytovky",bus,49.6573219,13.93881
"Bohutín,Havírna",bus,49.6611328,13.9552794
"Bohutín,hřiště",bus,49.661087,13.9337835
"Bohutín,škola",bus,49.65357,13.9421883
"Bohutín,Vysoká Pec",bus,49.6642265,13.9635382
"Bohutín,Vysoká Pec,sídl.",bus,49.6626778,13.9674768
"Bohutín,Vysoká Pec,zahrádky",bus,49.6723557,13.9727306
"Bohutín,zbrojnice",bus,49.6560364,13.9437685
"Bochov,Herstošice",bus,50.14209,13.10066
"Bochov,nám.",bus,50.1503639,13.0454912
"Bochov,SÚS",bus,50.1489067,13.0519876
"Bochov,Údrč,rozc.Skoky",bus,50.1439667,13.0882607
Bojanovice,train,49.8678856,14.3451777
"Bojanovice,Chaty",bus,49.8581238,14.3517485
"Bojanovice,Malá Lečice",bus,49.8215981,14.3366308
"Bojanovice,Malá Lečice,U Hesů",bus,49.82116,14.3329706
